,序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费 
14162,14163,001369,兴业稳固收益两年理财债券,2025-07-18,1.0331,1.2851,0.0,0.02,0.1,0.63,1.1,2.07,4.21,6.91,1.18,32.05,2.0534,0.06%
14163,14164,006222,平安惠兴债券,2025-07-18,1.0642,1.2282,-0.01,0.08,0.07,0.57,0.85,2.07,5.28,7.49,0.81,24.64,2.013,0.08%
14164,14165,006740,工银尊利中短债债券A,2025-07-18,1.1561,1.1888,0.0,0.03,0.11,0.46,0.61,2.07,4.33,6.85,0.48,19.19,2.0298,0.04%
14165,14166,009403,平安惠盈纯债C,2025-07-18,1.23,1.252,0.0,0.08,0.33,1.15,0.99,2.07,6.37,9.63,1.07,16.02,1.99,0.00%
14166,14167,851836,海通安裕中短债C,2025-07-18,1.1439,1.7272,0.01,0.04,0.18,0.56,0.96,2.07,4.95,7.59,0.95,10.13,2.0428,0.00%
14167,14168,012337,工银稳健回报60天持有期短债C,2025-07-18,1.103,1.103,0.02,0.06,0.19,0.53,1.04,2.07,4.95,7.46,0.94,10.3,2.0163,0.00%
14168,14169,016663,平安元福短债发起式C,2025-07-18,1.0716,1.0716,0.01,0.03,0.1,0.35,0.75,2.07,4.3,,0.7,7.16,2.0183,0.00%
14169,14170,017124,景顺长城景泰臻利纯债债券C,2025-07-18,1.0728,1.0891,-0.01,0.1,0.23,0.92,1.28,2.07,6.97,,1.26,9.02,1.9287,0.00%
14170,14171,007170,易方达中债1-3年国开债C,2025-07-18,1.0062,1.1861,0.01,0.06,0.06,0.44,0.71,2.07,5.13,8.06,0.5,20.2,1.9657,0.00%
14171,14172,460007,华泰柏瑞行业领先混合,2025-07-18,2.232,2.232,0.0,2.29,7.15,8.93,4.64,2.06,-15.13,-38.85,4.64,123.2,3.19,0.15%
14172,14173,006114,人保鑫利债券A,2025-07-18,1.0985,1.1235,0.11,0.24,1.26,2.29,-0.38,2.06,-0.25,-3.21,-1.3,12.36,2.0911,0.08%
14173,14174,006360,财通资管鸿益中短债债券A,2025-07-18,1.1237,1.2197,0.01,0.05,0.2,0.6,0.89,2.06,5.16,7.69,0.86,23.44,2.0154,0.04%
14174,14175,006543,财通资管鸿利中短债债券C,2025-07-18,1.1048,1.2078,0.01,0.06,0.24,0.68,0.89,2.06,5.48,7.38,0.82,22.19,1.9931,0.00%
14175,14176,011489,创金合信双季享6个月持有A,2025-07-18,1.1761,1.1761,0.01,0.06,0.22,0.7,1.14,2.06,7.46,11.31,1.14,17.61,1.9946,0.04%
14176,14177,011577,鹏华安诚混合C,2025-07-18,1.0195,1.0195,0.01,0.04,0.2,0.59,1.11,2.06,3.69,0.53,1.06,1.95,2.0316,0.00%
14177,14178,013282,国泰君安30天滚动持有中短债C,2025-07-18,1.1173,1.1173,0.01,0.04,0.17,0.61,1.06,2.06,5.34,8.24,1.02,11.73,2.0179,0.00%
14178,14179,013815,汇添富稳鑫120天滚动持有债券C,2025-07-18,1.1175,1.1175,0.01,0.05,0.2,0.57,1.04,2.06,5.43,8.28,1.04,11.75,2.0268,0.00%
14179,14180,014138,中泰安睿债券C,2025-07-18,1.0196,1.0941,0.01,0.09,0.16,0.72,0.88,2.06,5.9,8.57,0.76,9.71,1.9938,0.00%
14180,14181,008933,天弘中债1-3年国开债指数发起A,2025-07-18,1.0201,1.1355,0.01,0.06,0.08,0.43,0.63,2.06,5.53,7.99,0.4,14.12,1.9736,0.05%
14181,14182,851860,海通鑫逸债券A,2025-07-18,1.0053,1.5597,0.07,-0.01,0.32,0.91,1.17,2.06,-0.83,-6.27,1.28,-3.12,2.1335,0.08%
14182,14183,017118,浦银安盛安荣回报一年持有混合A,2025-07-18,1.0134,1.0134,0.16,0.6,1.1,2.41,1.82,2.06,1.38,,1.61,1.34,2.3843,0.10%
14183,14184,020851,东方享悦90天滚动持有债券C,2025-07-18,1.0333,1.0333,0.01,0.06,0.19,0.73,1.3,2.06,,,1.32,3.33,2.0241,0.00%
14184,14185,217011,招商安心收益债券C,2025-07-18,1.9113,2.2583,0.01,0.05,0.15,0.52,0.74,2.05,5.89,9.1,0.73,152.99,1.9958,0.00%
14185,14186,001329,鹏华弘实混合A,2025-07-18,1.4223,1.4773,0.01,0.04,0.23,0.57,1.04,2.05,4.51,0.47,0.98,49.51,2.0082,0.04%
14186,14187,002016,南方荣光C,2025-07-18,1.6008,1.6008,0.01,0.18,0.28,0.86,1.63,2.05,5.18,6.29,1.36,60.08,2.1635,0.00%
14187,14188,110050,易方达安和中短债C,2025-07-18,1.0462,1.1262,0.01,0.05,0.17,0.53,0.86,2.05,5.08,8.69,0.81,12.78,2.0202,0.00%
14188,14189,003403,华商瑞丰短债债券A,2025-07-18,1.1006,1.2066,0.0,0.05,0.13,0.5,0.89,2.05,5.36,8.16,0.88,20.87,1.9989,0.03%
14189,14190,003314,浙商惠南纯债债券,2025-07-18,1.0861,1.2805,0.0,0.06,0.09,0.41,0.7,2.05,4.97,7.38,0.53,31.14,1.9716,0.08%
14190,14191,003349,长信稳益纯债债券A,2025-07-18,1.1197,1.4922,0.0,0.06,0.24,0.76,0.86,2.05,6.0,9.11,0.9,55.72,1.9485,0.06%
14191,14192,253020,国联安增利债券A,2025-07-18,1.4665,1.7115,0.05,0.09,0.54,1.4,1.02,2.05,4.06,5.28,0.97,83.93,2.0103,0.08%
14192,14193,004839,银华安颐中短债双月持有期债券A,2025-07-18,1.1291,1.1441,0.01,0.05,0.2,0.6,0.92,2.05,5.17,8.43,0.87,14.58,1.9964,0.03%
14193,14194,006870,广发景和中短债A,2025-07-18,1.0525,1.194,0.01,0.05,0.17,0.52,0.93,2.05,5.1,7.73,0.89,20.65,2.0052,0.045%
14194,14195,006562,中欧短债债券C,2025-07-18,1.0505,1.2618,0.0,0.04,0.13,0.4,0.87,2.05,4.64,6.94,0.9,18.91,2.0101,0.00%
14195,14196,006545,兴银中短债A,2025-07-18,1.2383,1.2383,0.0,0.05,0.19,0.62,1.02,2.05,5.77,8.66,1.01,23.82,2.0016,0.03%
14196,14197,007027,建信中债1-3年国开债C,2025-07-18,1.0312,1.1972,0.01,0.07,0.06,0.35,0.55,2.05,5.22,8.33,0.32,20.88,1.9152,0.00%
14197,14198,010708,安信平稳合盈一年持有混合C,2025-07-18,1.0838,1.0838,0.08,0.2,0.42,1.45,0.94,2.05,7.17,5.85,0.83,8.38,2.3128,0.00%
14198,14199,012162,安信招信一年持有混合C,2025-07-18,1.0196,1.0196,0.04,0.23,0.63,1.26,1.15,2.05,4.8,4.95,0.67,1.96,2.1848,0.00%
14199,14200,010546,中加聚隆持有期混合C,2025-07-18,1.0776,1.0776,0.08,0.36,0.84,1.66,0.76,2.05,0.73,4.29,0.64,7.76,2.1809,0.00%
14200,14201,012396,兴业60天滚动持有短债债券C,2025-07-18,1.125,1.125,0.01,0.04,0.19,0.57,1.04,2.05,5.03,8.07,1.01,12.5,2.0131,0.00%
14201,14202,013228,中邮鑫享30天滚动持有短债债券C,2025-07-18,1.0768,1.0768,0.01,0.04,0.2,0.57,0.9,2.05,4.3,6.37,0.79,7.68,1.9987,0.00%
14202,14203,016933,景顺长城睿丰短债A,2025-07-18,1.0796,1.0796,0.01,0.03,0.18,0.48,0.91,2.05,5.65,,0.91,7.96,2.003,0.04%
14203,14204,017059,国泰君安90天滚动持有中短债C,2025-07-18,1.085,1.085,0.01,0.06,0.21,0.67,1.1,2.05,5.58,,1.06,8.5,2.012,0.00%
14204,14205,016940,国联安鸿利短债债券A,2025-07-18,1.0566,1.0566,0.01,0.04,0.15,0.45,0.83,2.05,5.58,,0.79,5.66,1.9983,0.03%
14205,14206,018839,广发添财30天持有债券C,2025-07-18,1.0561,1.0561,0.01,0.06,0.21,0.64,0.97,2.05,,,0.97,5.61,2.0288,0.00%
14206,14207,018610,兴证全球中证同业存单AAA指数7天持有,2025-07-18,1.0423,1.0423,0.0,0.03,0.12,0.45,0.95,2.05,,,0.9,4.22,2.0063,0.00%
14207,14208,020045,东方红中债0-3年政金债指数C,2025-07-18,1.0405,1.0405,0.0,0.06,0.08,0.45,0.25,2.05,,,0.02,4.05,1.9299,0.00%
14208,14209,000090,民生加银高等级信用债A,2025-07-18,1.122,1.122,0.01,0.04,0.19,0.59,1.08,2.04,5.13,7.73,1.11,12.2,1.9907,0.06%
14209,14210,003569,招商招丰纯债A,2025-07-18,1.0267,1.3138,0.0,0.02,0.1,0.38,1.22,2.04,4.18,6.71,1.06,35.46,2.0171,0.08%
14210,14211,004885,长信先优债券A,2025-07-18,1.0915,1.3865,-0.06,0.06,0.65,1.38,1.23,2.04,4.46,1.89,1.08,41.2,2.2099,0.08%
14211,14212,007577,宝盈祥瑞混合C,2025-07-18,1.1297,1.1297,-0.01,0.12,0.57,0.78,0.88,2.04,2.11,3.07,0.73,1.87,2.0322,0.00%
14212,14213,519189,万家信用恒利债券C,2025-07-18,1.1594,1.5569,0.01,0.08,0.21,0.69,1.01,2.04,6.53,10.03,0.87,62.78,1.9791,0.00%
14213,14214,007457,汇添富90天短债B,2025-07-18,1.1736,1.1796,0.01,0.04,0.17,0.5,0.95,2.04,4.84,7.05,0.95,17.96,2.0093,0.00%
14214,14215,008864,鑫元中短债A,2025-07-18,1.1792,1.1837,0.01,0.04,0.19,0.61,1.05,2.04,5.81,8.66,1.05,18.41,2.0069,0.03%
14215,14216,011008,国寿安保尊弘短债债券A,2025-07-18,1.1273,1.1273,0.01,0.04,0.2,0.51,0.95,2.04,5.68,8.53,0.92,12.73,1.9904,0.04%
14216,14217,012469,中银证券安灏债券C,2025-07-18,1.0816,1.0816,-0.01,0.04,0.08,0.42,0.51,2.04,3.99,6.02,0.28,8.16,1.9031,0.00%
14217,14218,013373,中银证券安业债券A,2025-07-18,1.0922,1.0974,0.01,0.04,0.13,0.47,0.67,2.04,5.3,7.33,0.59,9.76,1.989,0.08%
14218,14219,013863,财通多利债券C,2025-07-18,1.1208,1.1208,0.01,0.06,0.18,0.65,1.19,2.04,5.1,8.71,1.14,12.08,2.0022,0.00%
14219,14220,015720,平安元悦60天滚动持有短债A,2025-07-18,1.0912,1.0912,0.01,0.05,0.21,0.59,1.05,2.04,6.4,8.96,1.07,9.12,2.0004,0.03%
14220,14221,015646,中金中证同业存单AAA指数7天持有发起,2025-07-18,1.0673,1.0673,0.0,0.03,0.11,0.39,0.88,2.04,4.25,6.29,0.8,6.73,2.0071,0.00%
14221,14222,008392,兴业优债增利债券C,2025-07-18,1.0846,1.196,0.0,0.06,0.14,0.47,0.56,2.04,5.0,6.51,0.39,13.99,1.984,0.00%
14222,14223,016047,鹏扬利鑫60天滚动持有债券E,2025-07-18,1.0931,1.0931,0.01,0.05,0.18,0.55,0.95,2.04,5.28,8.99,0.9,9.31,2.0063,0.00%
14223,14224,010859,富国中债0-2年国开行债券指数A,2025-07-18,1.0366,1.1266,0.01,0.05,0.08,0.42,0.64,2.04,4.89,7.42,0.39,13.13,1.9599,0.05%
14224,14225,018744,长信90天滚动持有债券A,2025-07-18,1.068,1.068,0.01,0.07,0.23,0.74,1.29,2.04,,,1.21,6.8,1.9765,0.02%
14225,14226,020330,大成聚鑫债券C,2025-07-18,1.0251,1.0251,-0.05,0.08,0.0,0.41,0.51,2.04,,,0.59,2.51,1.9391,0.00%
14226,14227,005420,中欧聚瑞债券C,2025-07-18,1.0384,1.1401,0.01,0.07,0.13,0.34,0.17,2.03,5.55,7.9,0.05,14.35,1.8958,0.00%
14227,14228,007020,华安添鑫中短债C,2025-07-18,1.1703,1.1753,0.01,0.04,0.18,0.47,0.91,2.03,4.35,6.91,0.9,17.55,1.9614,0.00%
14228,14229,006772,汇添富丰润中短债A,2025-07-18,1.1018,1.2148,-0.01,0.07,0.19,0.64,0.94,2.03,6.76,9.8,0.82,23.05,1.9807,0.04%
14229,14230,008512,宝盈鸿盛债券C,2025-07-18,1.0153,1.0153,-0.01,0.04,0.09,0.52,0.67,2.03,-1.92,-3.66,0.73,1.53,1.8355,0.00%
14230,14231,009484,鹏华普利债券C,2025-07-18,1.1218,1.1643,-0.01,0.05,0.21,0.75,1.11,2.03,5.11,7.02,1.08,16.85,1.9725,0.00%
14231,14232,013800,财通安裕30天持有期中短债C,2025-07-18,1.1025,1.1025,0.01,0.05,0.18,0.7,1.2,2.03,4.9,8.62,1.19,10.25,1.9795,0.00%
14232,14233,015746,博时四月享120天持有期债券A,2025-07-18,1.1036,1.1036,0.01,0.05,0.19,0.59,1.06,2.03,5.55,9.87,1.05,10.36,1.9963,0.30%
14233,14234,014992,嘉合磐恒债券C,2025-07-18,1.0282,1.0282,0.01,0.03,0.23,0.7,1.24,2.03,3.36,,1.13,2.82,2.0445,0.00%
14234,14235,015421,南方浩鑫稳健优选6个月持有混合(FOF)A,2025-07-16,1.046,1.046,0.02,0.08,0.34,0.53,0.96,2.03,4.01,,0.95,4.6,,0.08%
14235,14236,015802,鹏华稳健恒利债券A,2025-07-18,1.0463,1.0463,0.2,0.1,0.92,2.04,2.17,2.03,3.6,,1.57,4.63,2.0482,0.08%
14236,14237,020580,广发景和中短债D,2025-07-18,1.0523,1.0767,0.01,0.05,0.17,0.52,0.93,2.03,,,0.89,3.83,1.9958,0.05%
14237,14238,007068,浦银安盛普丰纯债债券A,2025-07-18,1.0172,1.1418,0.01,0.07,0.02,0.34,0.34,2.03,4.23,7.0,0.13,14.89,1.9248,0.08%
14238,14239,003071,国联睿祥纯债A,2025-07-18,1.1659,1.3779,0.01,0.1,0.27,0.89,1.04,2.02,7.69,10.66,1.09,39.22,1.9267,0.06%
14239,14240,004615,鹏扬利泽债券C,2025-07-18,1.101,1.25,0.0,0.07,0.17,0.7,0.99,2.02,5.07,7.57,0.91,26.84,1.9822,0.00%
14240,14241,000084,博时安盈债券A,2025-07-18,1.2581,1.4775,0.01,0.05,0.18,0.53,0.91,2.02,5.06,7.54,0.87,50.51,1.9932,0.03%
14241,14242,007901,汇添富中短债A,2025-07-18,1.0842,1.1581,0.0,0.06,0.19,0.67,0.98,2.02,6.01,9.16,0.9,16.17,1.9661,0.04%
14242,14243,009272,博时信用优选债券C,2025-07-18,1.1439,1.1732,0.01,0.03,0.11,0.37,0.88,2.02,5.18,9.49,0.93,17.73,1.9882,0.00%
14243,14244,012915,中欧稳利60天滚动持有短债A,2025-07-18,1.1205,1.1205,0.0,0.04,0.15,0.48,0.93,2.02,5.07,8.54,0.9,12.05,1.9842,0.02%
14244,14245,011661,华富中债1-3年国开债A,2025-07-18,1.0739,1.1189,0.0,0.06,0.07,0.4,0.67,2.02,6.38,9.07,0.47,12.23,1.9074,0.05%
14245,14246,017432,交银稳安60天滚动持有债券A,2025-07-18,1.0784,1.0784,0.0,0.04,0.17,0.54,1.05,2.02,5.64,,1.01,7.84,1.9956,0.02%
14246,14247,010979,华夏鼎润债券A,2025-07-18,0.869,0.869,0.0,0.08,0.21,0.53,1.13,2.02,6.81,-5.41,1.19,-13.1,1.9714,0.08%
14247,14248,001200,创金合信聚利债券C,2025-07-18,1.1314,1.1314,0.03,0.07,0.19,0.65,0.82,2.02,5.26,-2.69,0.77,13.14,2.0014,0.00%
14248,14249,019807,华安月月鑫30天持有债券发起式C,2025-07-18,1.0501,1.0501,0.01,0.05,0.27,0.72,1.12,2.02,,,1.04,5.01,1.9911,0.00%
14249,14250,019968,博时裕景纯债债券C,2025-07-18,1.1361,1.1361,0.01,0.03,0.16,0.41,0.58,2.02,,,0.56,5.0,1.9564,0.00%
14250,14251,021703,信澳稳宁30天滚动持有债券A,2025-07-18,1.0204,1.0204,-0.01,0.03,0.0,0.33,0.68,2.02,,,0.54,2.04,,0.03%
14251,14252,550018,中信保诚优质纯债债券A,2025-07-18,1.12,1.722,0.04,0.21,1.19,2.12,2.15,2.01,5.12,8.09,1.99,89.6,1.9108,0.08%
14252,14253,001212,华润元大稳健债券A,2025-07-18,1.1233,1.1507,-0.02,-0.07,-0.05,0.01,0.53,2.01,5.87,5.28,0.44,15.33,1.9328,0.08%
14253,14254,160222,国泰国证食品饮料行业(LOF)A,2025-07-18,0.8053,2.5783,0.97,1.33,2.38,-4.34,0.11,2.01,-17.94,-28.19,-4.47,239.49,2.4164,0.00%
14254,14255,519748,交银丰享收益债券C,2025-07-18,1.1494,1.4114,0.01,0.06,0.21,0.77,1.01,2.01,5.73,8.31,0.98,46.55,1.9243,0.00%
14255,14256,005578,交银丰晟收益债券C,2025-07-18,1.2189,1.2989,0.0,0.06,0.18,0.64,0.84,2.01,6.13,8.14,0.83,31.42,1.9488,0.00%
14256,14257,006902,长盛安鑫中短债A,2025-07-18,1.1463,1.2078,0.02,0.07,0.29,0.82,1.22,2.01,5.24,8.55,1.21,21.4,1.9749,0.05%
14257,14258,002754,博时裕创纯债债券A,2025-07-18,1.0177,1.3534,0.01,0.07,0.17,0.56,0.79,2.01,5.67,8.22,0.68,41.22,2.0066,0.08%
14258,14259,007790,南方梦元短债A,2025-07-18,1.1494,1.1644,0.01,0.03,0.18,0.51,0.98,2.01,4.59,7.23,0.96,16.56,1.9785,0.03%
14259,14260,009710,诺德新盛灵活配置混合C,2025-07-18,1.0119,1.2599,0.37,-0.24,0.26,-0.19,3.9,2.01,10.09,-0.14,-1.13,-20.75,3.9181,0.00%
14260,14261,000944,工银中高等级信用债债券B,2025-07-18,1.3075,1.3075,0.0,0.11,0.21,0.65,0.54,2.01,5.32,8.0,0.35,30.75,1.9334,0.00%
14261,14262,013964,达诚定海双月享60天滚动持有短债A,2025-07-18,1.0912,1.1164,0.01,0.05,0.2,0.51,0.84,2.01,6.0,10.66,0.84,11.72,1.9845,0.02%
14262,14263,014910,东方红短债债券A,2025-07-18,1.0754,1.0954,0.0,0.05,0.2,0.57,1.06,2.01,4.93,8.63,1.03,9.62,1.9723,0.04%
14263,14264,016791,招商鑫利中短债债券C,2025-07-18,1.0782,1.0782,0.01,0.05,0.17,0.48,0.98,2.01,4.69,,0.99,7.82,1.9767,0.00%
14264,14265,018011,交银稳安90天持有期债券A,2025-07-18,1.0712,1.0712,0.0,0.05,0.2,0.62,1.09,2.01,6.28,,1.06,7.12,1.9802,0.03%
14265,14266,020589,景顺长城睿丰短债债券F,2025-07-18,1.0787,1.0787,0.0,0.03,0.17,0.48,0.88,2.01,,,0.89,4.02,1.9662,0.00%
14266,14267,019974,泰康中证同业存单AAA指数7天持有期,2025-07-18,1.0323,1.0323,0.0,0.03,0.13,0.41,0.86,2.01,,,0.83,3.23,1.9656,0.00%
14267,14268,019558,天弘悦利债券C,2025-07-18,1.0333,1.0333,0.0,0.03,0.13,0.34,0.86,2.01,,,0.91,3.33,1.9637,0.00%
14268,14269,019931,泰康悦享30天持有期债券A,2025-07-18,1.0459,1.0459,0.01,0.04,0.15,0.47,0.85,2.01,,,0.88,4.59,1.9893,0.02%
14269,14270,165526,中信保诚新旺混合(LOF)A,2025-07-18,1.579,1.614,0.06,0.0,0.32,0.89,0.13,2.0,1.48,2.07,-0.32,61.55,2.0026,0.15%
14270,14271,003425,江信添福A,2025-07-18,1.1904,1.3704,0.01,0.04,0.14,0.55,1.02,2.0,4.94,7.93,1.03,37.56,1.9025,0.05%
14271,14272,003009,国联盈泽中短债A,2025-07-18,1.2761,1.4682,0.01,0.04,0.17,0.49,0.85,2.0,5.67,8.94,0.85,50.87,1.9575,0.03%
14272,14273,005307,财通资管鸿达债券A,2025-07-18,1.2585,1.2765,0.01,0.04,0.16,0.54,0.95,2.0,4.98,7.62,0.91,28.11,1.9606,0.05%
14273,14274,005754,平安短债A,2025-07-18,1.2367,1.2567,0.01,0.05,0.2,0.63,1.05,2.0,5.38,8.37,1.04,26.09,1.9622,0.03%
14274,14275,006630,招商鑫悦中短债C,2025-07-18,1.1526,1.2251,0.01,0.05,0.17,0.45,0.72,2.0,5.06,7.71,0.68,23.51,1.9549,0.00%
14275,14276,006677,中银稳汇短债债券A,2025-07-18,1.0953,1.1947,0.01,0.05,0.21,0.58,0.9,2.0,5.18,8.0,0.85,20.39,1.9453,0.03%
14276,14277,006999,广发景兴中短债C,2025-07-18,1.058,1.1714,0.0,0.02,0.12,0.42,0.67,2.0,4.63,7.09,0.73,17.83,1.9756,0.00%
14277,14278,007015,嘉合磐泰短债C,2025-07-18,1.1377,1.1977,0.02,0.04,0.22,0.56,1.11,2.0,4.87,7.94,1.11,20.53,1.9536,0.00%
14278,14279,007936,平安惠澜纯债C,2025-07-18,1.1195,1.1895,0.01,0.07,0.17,0.57,0.84,2.0,5.32,7.27,0.77,19.35,1.9303,0.00%
14279,14280,009104,新华纯债添利债券发起B,2025-07-18,1.0924,1.1304,0.01,0.09,0.19,0.74,0.99,2.0,5.45,8.06,1.01,13.4,1.903,0.00%
14280,14281,000673,融通四季添利债券(LOF)C,2025-07-18,1.118,1.265,0.05,0.13,0.21,0.63,1.27,2.0,4.62,16.03,1.17,20.73,1.9636,0.00%
14281,14282,010145,格林中短债债券A,2025-07-18,1.0161,1.1589,0.01,0.06,0.2,0.69,1.16,2.0,5.45,8.36,1.17,16.35,1.9691,0.04%
14282,14283,016039,汇添富丰润中短债E,2025-07-18,1.1019,1.1269,0.0,0.08,0.2,0.65,0.93,2.0,6.74,,0.81,9.77,1.9523,0.00%
14283,14284,017990,易方达安益90天持有债券C,2025-07-18,1.0597,1.0597,0.0,0.03,0.18,0.56,1.06,2.0,5.55,,1.07,5.97,1.9825,0.00%
14284,14285,970129,信达月月盈30天持有债券,2025-07-18,1.1437,1.2867,0.02,0.04,0.15,0.49,0.82,2.0,6.11,9.42,0.91,11.32,1.9704,0.00%
14285,14286,020414,中信保诚优质纯债债券I,2025-07-18,1.1203,1.2313,0.04,0.21,1.19,2.12,2.15,2.0,,,1.98,4.43,1.9103,0.08%
14286,14287,003793,宏利溢利债券A,2025-07-18,1.0216,2.7025,0.0,0.06,-0.04,0.1,-0.02,1.99,4.89,7.7,-0.41,205.86,1.8672,0.08%
14287,14288,006871,广发景和中短债C,2025-07-18,1.0512,1.1867,0.0,0.04,0.16,0.5,0.9,1.99,4.97,7.54,0.86,19.83,1.9493,0.00%
14288,14289,005350,诺德短债A,2025-07-18,1.1548,1.1548,0.0,0.05,0.18,0.59,0.97,1.99,6.11,9.31,1.0,15.47,1.9331,0.03%
14289,14290,006907,银华安鑫短债债券A,2025-07-18,1.0695,1.1745,0.01,0.05,0.19,0.58,0.88,1.99,4.55,7.34,0.8,18.46,1.9434,0.03%
14290,14291,008695,平安元盛超短债C,2025-07-18,1.1464,1.1464,0.01,0.03,0.13,0.32,0.74,1.99,4.12,6.04,0.76,14.64,1.9475,0.00%
14291,14292,010635,天弘合益债券发起C,2025-07-18,1.0129,1.1166,0.0,0.07,0.21,0.64,0.83,1.99,5.43,7.87,0.72,12.11,1.936,0.00%
14292,14293,012230,华安众鑫90天滚动短债C,2025-07-18,1.121,1.121,0.01,0.04,0.24,0.58,0.96,1.99,5.28,8.27,0.96,12.1,1.9647,0.00%
14293,14294,012581,财通资管鸿安30天滚动中短债C,2025-07-18,1.1249,1.1249,0.01,0.04,0.17,0.54,0.96,1.99,4.92,7.23,0.94,12.49,1.9578,0.00%
14294,14295,016629,广发添财60天持有债券C,2025-07-18,1.0867,1.0867,0.01,0.05,0.18,0.54,0.95,1.99,6.35,,0.95,8.67,1.961,0.00%
14295,14296,017443,嘉实30天持有期中短债债券A,2025-07-18,1.0742,1.0742,0.01,0.04,0.15,0.48,0.95,1.99,4.9,,0.93,7.42,1.9552,0.03%
14296,14297,018242,万家颐德一年持有期混合A,2025-07-18,0.8861,0.8861,0.37,0.4,0.99,3.03,6.02,1.99,-6.74,,-0.17,-11.39,2.4393,0.15%
14297,14298,019067,博时安盈债券E,2025-07-18,1.2573,1.3211,0.01,0.05,0.18,0.53,0.91,1.99,,,0.87,4.62,1.9701,0.00%
14298,14299,021426,长城月月鑫30天持有债券C,2025-07-18,1.0213,1.0213,0.02,0.06,0.23,0.68,1.19,1.99,,,1.16,2.13,1.9567,0.00%
14299,14300,002146,长安鑫益增强混合A,2025-07-18,1.5042,1.5042,0.03,0.01,0.35,1.11,1.29,1.98,5.99,10.72,1.2,50.42,1.9797,0.15%
14300,14301,002331,泰康安泰回报混合,2025-07-18,1.5493,1.5493,0.16,0.09,0.99,1.93,1.0,1.98,7.97,9.06,0.67,54.93,2.264,0.12%
14301,14302,006300,华宝宝丰高等级债券A,2025-07-18,1.0497,1.2057,0.0,0.04,0.08,0.44,0.83,1.98,4.33,6.87,0.78,22.08,1.9295,0.08%
14302,14303,006515,浙商汇金短债E,2025-07-18,1.0342,1.2022,0.0,0.03,0.13,0.71,1.2,1.98,4.85,7.33,1.18,21.89,1.9381,0.00%
14303,14304,007017,平安如意中短债A,2025-07-18,1.0913,1.2356,0.0,0.05,0.22,0.62,1.1,1.98,5.18,7.77,1.01,24.35,1.9321,0.03%
14304,14305,008974,长城稳健增利债券C,2025-07-18,1.4372,1.4372,0.01,0.08,0.24,0.88,1.38,1.98,8.07,11.11,1.49,21.58,1.8857,0.00%
14305,14306,010652,平安双季增享6个月持有债券C,2025-07-18,0.9623,0.9623,0.08,0.76,1.45,1.57,1.63,1.98,0.3,-8.11,1.45,-3.77,2.0791,0.00%
14306,14307,011920,恒越短债债券C,2025-07-18,1.103,1.103,0.01,0.06,0.25,0.69,1.0,1.98,4.63,7.0,1.0,10.3,1.9597,0.00%
14307,14308,010241,平安季季享3个月持有债券C,2025-07-18,1.1267,1.1267,0.0,0.12,0.29,0.77,0.64,1.98,4.82,7.37,0.61,12.67,1.9546,0.00%
14308,14309,014637,国联安中短债债券C,2025-07-18,1.0249,1.0819,0.0,0.06,0.22,0.67,1.02,1.98,5.47,7.89,0.96,8.33,1.942,0.00%
14309,14310,016674,永赢安泰中短债A,2025-07-18,1.079,1.079,0.01,0.04,0.16,0.46,0.93,1.98,4.88,,0.94,7.9,1.9463,0.04%
14310,14311,015833,永赢宏泰短债C,2025-07-18,1.0122,1.0803,0.0,0.04,0.14,0.45,0.78,1.98,5.31,,0.76,8.28,1.9362,0.00%
14311,14312,017438,博时安悦短债A,2025-07-18,1.0742,1.0742,0.01,0.04,0.14,0.45,0.88,1.98,5.49,,0.85,7.42,1.9552,0.40%
14312,14313,013100,招商稳乐中短债90天持有期债券C,2025-07-18,1.1001,1.1001,0.01,0.04,0.14,0.42,0.84,1.98,6.34,8.13,0.81,10.01,1.9461,0.00%
14313,14314,021897,广发景兴中短债E,2025-07-18,1.0612,1.0869,0.01,0.03,0.13,0.42,0.65,1.98,,,0.71,1.98,1.9483,0.00%
14314,14315,531028,建信短债债券A,2025-07-18,1.1527,1.1637,0.01,0.04,0.17,0.53,0.9,1.97,4.78,7.55,0.9,16.42,1.9367,0.03%
14315,14316,007011,国寿安保中债1-3年指数C,2025-07-18,1.0105,1.1895,0.0,0.04,0.09,0.41,0.47,1.97,4.93,7.76,0.38,20.24,1.8599,0.00%
14316,14317,006799,财通资管鸿运中短债债券A,2025-07-18,1.1364,1.2239,0.01,0.04,0.19,0.57,0.88,1.97,4.91,7.51,0.81,22.86,1.93,0.04%
14317,14318,003290,长城久稳债券A,2025-07-18,1.1412,1.2541,0.01,0.08,0.23,0.89,1.14,1.97,7.14,11.13,1.18,27.34,1.9111,0.08%
14318,14319,012468,中银证券安灏债券A,2025-07-18,1.082,1.082,-0.01,0.03,0.06,0.34,0.38,1.97,3.99,6.06,0.16,8.2,1.8353,0.08%
14319,14320,013809,易方达稳悦120天滚动持有短债债券C,2025-07-18,1.1136,1.1136,0.0,0.04,0.18,0.56,1.0,1.97,5.78,8.9,0.96,11.36,1.9314,0.00%
